id,comment,label
3298,තෝ ලංකාවට ඇවිත් බලපන් වෙසියේ තොව ජාතක වෙලා තියෙන්නෙ බල්ලො හුකාල,1
3299,තෝ ලංකාවට එන දවස කියපන් අජිත් රොහන කියන්නෙ මේරටෙ මිනිස්සුන්ට දෙවිකෙනෙක්,1
3300,තෝ ලංකාවට ගවුමෙ කර පිළිබද දැනගනිමු,1
3301,තෝ ලංකාවට ගෞරව කරන කාලකන්නි කෑලි නෝට් එක ඇවිත් දැකලා තියෙනවා,1
3302,තෝ ලංකාවට නම් එන්න එපා ආවොත් බැල්ලියේ තෝ ඉවරයි ...,1
3303,තෝ ලංකාවටම ආවොත් තොට බල්ලෝ ගස්සන්නේ ..ගොනා ,1
3304,තෝ ලංකාවෙ ජාතකවෙච්ච ගෑනියෙක් නවෙයි තූ... ලොකුද තොට අපේ රටේ දේවල් අපි බලාගන්නම් බැල්ලියෙ,1
3305,තෝ ලංකාවෙද ඉපදුනේ?? ඉතාලි⁣⁣⁣යෙද cross වුනේ?? ,1
3306,තෝ ලංකාවේ ද ඔයාගේ ඔලුව කොහේ හරි වැදුන ද මොකද ඔය ඔලුව හොඳ නැති කතා කියනවාට ලංකාවේ ඉපදිලා ලංකාවට බයින උඹ ගැහැනියක් ද හිතේ තියාගෙන ඉන්නේ,0
3307,තෝ වගෙ කාලකන්නි බැල්ලියෝ අපේ රට තුල වැලලිමත් පාපයක්.තොට කොරෝනා වැඩි වෙලා කියවන්නෙ.balapan තොගේ කටේ කැත විතරක්..පට්ට බැල්ලි ,1
3308,තෝ වගෙ ගොන් හරකෙක් යකෝ. නොදකින් හුත්ති. සේරම හරියට කරන හින්දා තමයි දවසට 500ටත් වඩා මල මිනී ඉන්නෙ. ,1
3309,තෝ වගේ නැහැදිච්ච තොපේ අම්ම බල්ලො එක්ක බුදියල හදපු තොගේ මළමිනිය තොගෙ ළමයින්ට කන්න කියපිය තොට කියන්න කුණහරප තියනව ලැජ්ජයි තෝ මීහරක කිය කිය බනින්නෙ තොගෙ අම්ම බුදියල තියෙන්නෙ මී හරකෙක් එක්කද...? කලවම් වේසි තෝ බලපිය තොට වෙන්නෙ මොකද කියල තොගෙ ඔය රටේදිම තොට පඩිසන් දෙනවා දෙනවාමයි..,1
3310,"තෝ වගේ බලු සක්කිලි වෙසියෙක් අපේ මව් බිමට වටින්නේ නෑ, තෝ මේ මහපොළවට බිහිඋනේ ලංකාවේ කියන එක අමතක කරන්න එපා බලු ගැනී, තොපට කොහොමත් ආයේ එන්න ලැබෙන්නේ නෑ තොපි වගේ සක්කිලි ගැණු තමයි බොල මේ වසන්ගතෙන් මැරෙන්න ඕනේ තු නොදකින් පර බැල්ලි",1
3311,තෝ වගේ බූරැවෙක් ...,1
3312,තෝ වගේ මෝඩ මී ඌරෙක්,1
3313,තෝ වගේ වෙසියක්,1
3314,තෝ වගේ වේසකමේ ගියපු බැල්ලියෝ තමයි ලංකාව විනාස කරන්නෙ.අපි අපේ රටගැන බලාගන්නම්,1
3315,තෝ වගේ වේසියෝ ටිකක් අවා ලංකවට උනුත් මැරේන්න හැදුවා ඔයවගේ හැබැයි නිරෝදනය කරලා පුනුරුත්ථාපනයත් කරලා තමයි ඇරියේ තෝ කොහොමත් මේහෙට එන්න හිතන්නවත් එපා පලනවා තොගේ කොහොමත් එක මතක තියගනින් වේසි හොදට,1
3316,තෝ වැදු දෙමාපියන් මෙි රටෙි ඉදගෙන තෝ ගැන හරිම දුක්වෙනවා ඇති උබවගේ පටිට වෙිස ගොන් දුවෙක් මෙිලවට බිහිකරාට,1
3317,තෝ වැළලිය වැළලිය හපෝ හපෝ වැල new tik tok kovalan ඉතිං කෝල් වැළලුනු තමා කොහොමටත් ඕවායේ මේ ලංකාවේ වළලන්න දෙයක් නැතෝ වැලලා ඉවරයි මේ මුළු සමස්ථ ශ්‍රී ලංකාව ගෙන අතර බැල්ලි බැල්ලි tawthisa බෑණා කපල බැරිනම් කොට ලදැයි නං ඕන විදිහ පහද පියකු අපිට අමාරුවක් නෑ නෙතේ හදාගන්න පොටෝවක් එයා ගන්න ඕන කම තිබුනා toa pasi ලංකාව ගැන මොනවද රස්තර බැරි දන්නේ තෝ දන්නවද මේ ස්වර්ණමාලි ස්වර්ණමාලී මහා සෑරජුන් නිසා තමා අපේ ශ්‍රී ලංකාව තුන් ලෝකෙම රැඳිලා තියෙන්නේ තෝ දන්නවද තොගේ තොට වයස නැතුව පෙනුනට සල්ලි තිබ්බට තෝ දන්නවද ඒ කාරණාව ස්වර්ණමාලි ස්වර්ණමාලී මහා සෑ රජුන් සෑරජුන් වැඩෙන නිසා තමා හැම රටක්ම රැදිල තියෙන්නෙ ගොන් බැරි,1
3318,තෝ වේස ගෑහනි එන්නත් එපා. ආවොත් තොට හෙන ගහයි මව් රටට අපහස කරපු එකට. ,1
3319,තෝ හිතන් ඉන්නෙ අවරුදු 25ක කෙල්ලෙක් වගේ පේනව කියලද?? එතකොට තොගෙ ළමයිව පේන්නෙ කිරි බොන වයසෙ වගේද?? අනේ පලයන්න ලොං හැලිච්ච බැල්ලි ආයෙත් බුරන්න තියා ගත්ත නොදකින් විතරක් 25 kandi ලමිස්සි.,1
3320,තෝ හියපන් හුත්තී ඕහෙටම වෙලා.පට්ට වේසි...,1
3321,තෝ හුත්තිගෙ හුත්තෙ ගහගනින් වම්බොට්ටක්,1
3322,තෝ.. ඉපදුනේ කොහෙද කියල විතරක් මතක තියාගනින්..,1
3323,තෝ.ඔහේ.වැලලිය..වේසා.පඩන්ගුව..කොරෝනා.නොවෙයි.සමාජ.රෝගත්.ඇති.,1
3324,තෝගෙ අම්මාට හු --- ලා තියෙන්නේ බල්ලෙක් බලු වේසී.,1
3325,⁣තෝගෙ පරමපාරවම හැදිගැවිලා පල,1
3326,තෝගේ අමිමට හු# මම..මගේ කැ## උබ හැදුනේ,1
3327,තෝගේ අම්මට හුකන ගෑනියෙක්...,1
3328,තෝගේ කපන්න තිබුනේ බේල්ල බැල්ලිගේ,1
3329,තෝගේ මල මිනිය අපිට එපා තෝ ඔහොම හිටු අපේ පොලිස් පතිට බයින ගොං බඩුව,1
3330,තෝට හැදියන්,1
3331,තෝටහස්බංඉන්නවද..දූදරුවන්ගේ...තාත්තාද..තොවඩේගීහීන් නොවේද හදා ගත්තේ දරුවෝ පටීටවේසී,1
3332,තෝත් ඇවිල්ලා බලම් මෙහෙ තත්වෙ,1
3333,තෝත් ගම්පහද යකෝ...,0
3334,තෝත් ගම්පහද?? මූන හන්ගගනිං,0
3335,තෝත් දැන් අපි වගේ සාමාන්‍ය මනුස්සයෙක් දෙන්නේ කන පැලෙන්න මෙි වැඩ පිලිවෙල කඩාකප්පල් කරන්න ආවොත්,1
3336,තෝත් මක බෑවිල පල පරබැල්ලි....,1
3337,තෝත් වතු මැදින් යනව නේ ,0
3338,තෝත් වැලලියන් ඒ මිනීය එක්ක. ,1
3339,තෝනම් නාවත් කමක් නෑනේ,1
3340,තෝපි එන්න එපා කාලකණ්ණි,1
3341,තෝපි එන්න එපා බඩුව,1
3342,තෝපි වගේ පදුරැ වේසියෝ ගන්නෙත් නැ ලංකාවට,1
3343,"තෝවගේ එකියක් ලංකාවෙ ඉපදුන එකයි දුක,මිනියවත් එවන්න එපා ඔහෙම වැලලියන් පවුකාරි.උබලට කොහොමත් ඉතාලියතමා ලොකු.මොකද ඔහෙදාන සෙල්ලම් මෙහෙ බෑනෙ",1
3344,තෝළමයි හැදුවට තෝව වදලා නැහැ රීලා,1
3345,ත් retire වෙන එකේ නරකද vedio වලට set කර ගත්ත නම්,0
3346,ත්‍රිවිධ රත්ණයේ පිහිටාරක්ෂාව ලැබේවා මැතිදුණි ඔබ සැමට යහපතක් ම වේවා,0
3347,ත්‍රීපෝෂ කාලා මුල් ලමාව්ය සංවර්ධනය කරගෙන වරෙන් නානා මෙිතන වැලලෙන්නනෙ නැතුව .,1
3348,දකුනු ආසියාතික රටවල අගල් 4ත්5ත් අතර වන අතර යුරෝපා රටවල අගල් 8ත් 12ත් අතර වේ.එම නිසා අක්කි ඔයා ඔහේම ඉන්න මෙහෙ ඒවා මදි ඔයාට,0
3349,දඩෝන්,0
3350,දත්තය-: අවංක හිනාව කිරි දරුවන්ගේ පමණය......සාදනය -: මූසල පෙනුමක් ඇතනිගමනය -: කුඩා කල සිටම කුප්ප වැඩ කර ඇත...ඔහු නමින් රනිල්‍ ය.......,0
3351,දන් නැති දේවල් කියන්න ගිහින් නාගත්තා නේද මි හරකො,1
3352,දන්න කම තමයි දැන් 4 යන්න අවස්තාව තියෙනවා,0
3353,දන්න කව්රු හරි එකෙක් මූ ගෙ profile එක හොයල දෙන්න පුළුවන් ද??? එහෙම නැත්තන් මූ ගෙ නම්බර් එකක් තියෙනවා නම් හරි..... කාළකන්නියට සුද්ද සිංහලෙන් කතා කරන්න ඕන,1
3354,දන්න කෙනෙක් ඉන්නවනම් මට මේ අක්කගේ fb account එකේ ලින්ක් එක දාන්නකෝ පොඩ්ඩක් කියන්න දේවල් ටිකක් තියනව comment දානවට වඩා එයාටම කිව්වනම් හොදයි වගේ,0
3355,දන්න දෙයක් කතාකරපන් හරකෝ උබ හිතන් ඉන්නේ අනික් උනුත් හරක් කියලද?,1
3356,දන්න පුකක් කියපන්බන්,1
3357,දමිල භාශවෙනුත් හඩ කවන්න පුලුවන් නම් හොදයි. ,0
3358,දමිළ භාශාවෙනුත් දෙන්න,0
3359,දරැවේ පස්දෙනා නේද,0
3360,දරැවො 5ක් කාගෙද?.. ,0
3361,දරැවො පහ මිනිහො පස්⁣ෙදනෙක්⁣ෙගද අ⁣ෙප ර⁣ෙට ඒවා අපි බල ගන්නමි ⁣තොපි ඔය රටට ගියෙ අ⁣⁣ෙප රට පාවාදිල ඔය තොගෙ එක දරැ⁣ෙවක් උබෙ තාත්තගෙ නේද ,1
3362,දරැවො පහම සීසර් කරල ගත්තනම් බඩුව හොඳට හිර ඇති නේද,1
3363,දරැවෝ 5 පස් ව්දියක්ලු කලවම් කැරි කාලා ඔකි දරැවෝ 5ක් හදලා තියෙන්නේ,1
3364,දරැවෝ පහ මිනිස්සු පස් දෙනෙක් ගෙලු වේසිගේ..හිල ලොකුවෙයි කියලා....සීසර් කරල..තව අල්ලනඩ පුලුවන්නේ....තෝත් මැරෙන්නේ කොරෝන⁣ා හැදිලමයි,1
3365,දරැවෝ පහක් පුකෙන් වෙන්නැති ගන්නැත්තේ මයෙ හිතේ,1
3366,දරුණු ඇයි මේ තරම්,0
3367,දරුව පහක් හැදුවලු අක්ක සෝයි පිරිමි කී දෙනෙක්ගෙන්ද දන්නෙ නෑ ,1
3368,දරුවන් 05 ට මිනිස්සු 05,1
3369,දරුවන් 5 තාත්තල 5යි කෝමද ඒක,1
3370,දරුවන් 5ක් බැරිනම් 20ක් හරි හදලා මැරිලා යනවානම් හොඳයි උබ,1
3371,දරුවන් 5ම තත්තාලා 5ක් ඉන්නව නි ,1
3372,දරුවා හදාගත්ත එකාටම කියලද,1
3373,දරුවො 5 එක මිනිහගේ කියලා සුවර්ද අක්කි.....අම්මගෙ රෙද්ද උබේ..,1
3374,දරුවො 5 ක් ,0
3375,දරුවො 5 ට තාත්තල 5 කුත් ඇති එහෙනම් ,1
3376,දරුවො 5 දෙනාට තාත්තල කි දෙනෙක් ඉන්නවද අක්කෙ ජාතිකයොත් ඉන්නවද අක්කෙ එ අතර එයාලගෙ ලොකුයිද අක්කෙ අක්කට රිදුනද අක්කෙ පට්ට වෙසි උපන් ‍‍රටට ගරහන බඩුව ,1
3377,දරුවො 5 මොකාගෙද දන්නැ තොගේ හැටියට වෙසි ,1
3378,දරුවො 5ගෙම තාත්තා එක්කෙනෙක් කියලා sureda දන්නෑ..,1
3379,දරුවො 5ට තාත්තලා 25ක් වත් ඇති පේන හැටියට,1
3380,දරුවො පස්දෙනා කී දෙනෙකුගෙද දන්නෙ නෑ,1
3381,දරුවො පහට තත්තල පහක්වත් ඇති,1
3382,දරුවොත් 5ම එක මහත්තයෙක්ගෙ නම් වෙන්න බෑ මොකද මේ වගේ ගෑනු එක මිනිහෙක් ගෙන් සෑහීමකට පත් වෙන්නේ නෑ. කට ඇරියම ගෑනී කවුද කියලා කියන්න පුලුවන්,1
3383,දරුවොත් එක්ක මුලු හැතිකරයටම සාප වේවා සාප වේවා සාප වේවා මේකිගේ පැටව් කොරෝනා හරි හැදිල ඇක්සිඩන්ට් වෙලා හරි මැරෙන්න ඕන මොකද කෙලෙහි ගුණ නොදන්න අම්මා තාත්තා අඳුනන්නේ නැති උන් මොන රටේ හිටියත් උන් මහ පොලවට බරක්,1
3384,දරුවෝ 5 කිදෙනෙක් ගෙන්ද,1
3385,දරුවෝ 5 ක් හදගෙනලු ඉන්නෙ අප්පලා 5 යි කියමුකෝ උන් 5 ට තව මේකි වටේ ගිහින් ඇනගත්තු ඒවා ලංකා ගොඩ සුද්දි වෙසි මැරිලා ගියත් දුක නෑ ඉය වගේ උන්,1
3386,දරුවෝ 5 ක් හදලා කියනවා නේද....හොද දියුනුවක්...පවු ඉතින්... දැන් තේරිලා ඇති හොදට,0
3387,දරුවෝ පස්දෙනාම සිස කරලලු ගත්තේ. සිස කරලා දරුවෝ ගන්නේ වටේ අල්ලන්න බැනේ කුනු කිම්බ ලොකුවුනාම. පට්ට වෙසි.,1
3388,දරුවෝ පහට තාත්තලා කීයද,1
3389,දරුවෝ පහට තාත්තලා පහයි,1
3390,දර්මය රකින්නා දර්මය විසින් රකිනු ඇත මහත්මිය ඔබට දලදා සමිදු පිහිටයි,0
3391,දවසට හත්සීයක් අටසීයක් මැරෙන එක සාදාරනයි ඉටින්.හොද වෙලාවට මේම උන් ලංකාවෙ නැත්තේ.,1
3392,දවස් 4කට කලින් යූටියුබර්ස්ලව එකතු කරන් රූපවාහිනී සංස්ථාවෙන් හදපු කොරෝනා වීඩියෝ එක බලල පෝස්ට් එකක් දැම්ම.අපරාදෙ එහෙම වැඩක් කලේ.ඒ ආටිස්ට්ල ටික එකතු කරන් ඔයිට වඩා පට්ට වැඩක් කරන්න තිබ්බ කියල.ඊට වඩා හොඳ මට්ටමේ වීඩියෝ එකක් FTT එකේ සෙට් එක කරල තිබ්බ.ඒ වගේම පට්ටම පට්ට වැඩකට උදාහරණයක් මේ දැන් දැක්ක. අයියෙ.කොච්චර කොරෝන ගැන වීඩියෝ තිබ්බත් දැනෙන්න වැදුනු එකම වීඩියෝ එක.ආපහු ආපහු බලන්න හිතෙන එකම වීඩියෝ එක මේක.,0
3393,දහබදුරා වේශි අල්ලපිය හැම එකාටම තොගෙ වහුකුණු කිම්බ,1
3394,දළදා සමිදු පිහිටයි.,0
3395,දළදා සමිදුගේ පිහිටයි ,0
3396,දළදා සමිඳුන් පිහිටයි,0
3397,දාර ගොනෙක් වටේ ගිහින් හදාගත්ත ළමයි ගූඑන්පියේ ගණිකාවක් තොගේ පරම්පරාවටම හෙනම ගහනව .,1
3398,දාර බඩු කොහේ හිටියත් සැප තමයි,1
3399,දාර බඩුවක්,1
3400,දාරගොනක්,1
3401,දාස් ගණන් මෙරුනේ රට දිඋනු වැඩි නිසා වෙන් ඇති. පෞ ඉතිං ඇන්ට්. ගියා නම් පාඩුවේ ඉදහන් ඇන්ට්යේ.. corona එකටත් වඩා හෙන පත වෛරස් එකක් ඔහේ. ලංකාව ගන මෙහෙ උන් බලා ගනි. ඔහොම චාටර් වෙනවා ට වඩා nambui corona හැදිලා මැරෙන ඒක යකෝ ,1
3402,දැං ඉතිං ආයි මුල ඉදල බලපංකො කූඹියෝ,0
3403,දැං ඔය දෙන්නෙක් කියලා කියන්නද හදන්නේ...අපි නං පිලිගනී...මේං කියලා,0
3404,දැං තේරෙනව නේද ලංකාව බේරිලා..ඉතාලියට මෙච්චර කෙලවෙච්ච හේතුව...,0
3405,දැක්කත් සතුටුයි .,0
3406,දැනගන්න අහන්නෙ ළමයි පහම එක මිනිහගෙද?,1
3407,දැනට පෝන් රෙපයාර් කරන. කරන්න බලාපොරොතුවෙන් ඉන්න. කෝස් කරල බඩු ටික ගන්න බලාපොරොතුවෙන් ඉන්න අය ඉන්නවනම් මගේ ලග බඩු ඔක්කොම ටික තියනව ඒ ටික ගන්න මට 20000ක් විතර ගියා 13000 කට දෙනව පවර් සප්ලයි එක හොට් ගන් එක මල්ටි මීටරය බවුත් එක ටූල් කිට් එකේ ඉදන් ඊයන් රෝල වෙනකම්ම තියනව හොදම තත්වෙන් තියනව පාවිච්චි කලේම නෑ මම කෝස් එකක් කරල බඩු ටික ගත්තට වැඩේ පටන් ගන්න උනේ නෑ මේ බඩු ටික ගැන දන්න කෙනෙක්ටනම් මේක මොනතරම් වාසියක්ද කියන එක වෙනම කියන්න ඕන නෑ පවර් සප්ලයි එකයි හොට් ගන් එකයි විතරක් 14000 ට ගන්නත් බෑ ඕන කෙනෙක් ඉන්නවනම් ඉන්බොක්ස් එන්න,1
3408,දැනුවත් කලාට ස්තූතියි ,0
3409,දැන් 4.5k,0
3410,දැන් අඩනව මේකෙ වැලලෙන හදනව...,1
3411,"දැන් ඇප් තියෙන්නේ, වයස ගියාම පෙන්වන, මේ ඒකක් නේද?",0
3412,දැන් ඇයි ඕක අපිට කියන්නෙ????,1
3413,දැන් ඉතිං හුත්ති බලු වෙලා බල්ලා බඩ වෙලා.....,1
3414,දැන් ඉතින් නාකි ටික මැරුන එකේ මේ නැන්දටත් ලගදිම මෙහෙට එන්න වේවී. ,1
3415,දැන් ඔය කෝල් එක අරන් මොනවද කතා කලේ,0
3416,දැන් ඔය ගම්පහ හිටෝන ගස් වලින් හුස්ම දෙන්නෙ ගම්පහ ඈයොන්ට විතරක්ය?,0
3417,"දැන් කලයුතු දේ නම් පවතින බාදක අඩුකර ජනජීවිතය යත තත්වයට පැමිණීමට හෙමින් හෙමින් කටයුතු කිරීමය. හඳුනාගත් කුඩා ප්‍රදේශ ඒ ආකාරයෙන්ම නිරෝධායනයට සලස්වා, ලෙඩුන් හඳුනාගැනීම පුළුල් කලයුතු කාලයයි මේ. තවම අප ටෙස්ට් කර ඇත්තේ 3248 ඉතා කුඩා ප්‍රමාණයකි. මෙය වයිද්‍ය කාර්ය මණ්ඩලය විසින් වහ වහා ඉටු කලයුතුයි. හඳුනාගත් සැකසහිත 40, 000-50,000. මිනිස්සු හිරකගෙන ඉන්නවට වැඩ හොඳයි ඔවුන් නිතර ටෙස්ට් වලට භාජනය කිරීම අදම ගැනේ 3 පාරක් වත්. එහෙම නැතුව මෙහෙම වහගෙන හිටියොත් ජන ජීවිත අඩාල වී නැති ප්‍රසන වලට මුහුණ පෑමට රජයට සිදුවේවි. එය මේ දැන් මතුවන රෝගීන් 1 කෙනා 2 දෙන්නා වඩා වැඩි ප්‍රස්නයක් වේවි. අද බොහෝ වෙනත් රෝගීන් නිවැරදි healthcare නැතුව ගෙදරට වී සිටිති. සියලු නිෂ්පාදන කටයුතු අදාල වී ඇත සියලු අංශයන් අඩ පන වෙමින් පවතී. එමනිසා මෙවැනි කරනා වලදී සවුක්‍ය අංසයන්ගේ අදහස් පමණක් නොව අදාල සියලු පාර්ශවයන්ගේ අදහස් විමසා මධ්‍යස්ත තීන්දු තීරන් ගත යුතුයි. අනික චීනයට පවා මෙම රෝගය 100% තුරන් කිරීමට නොහැකි වී ඇත. අප රෝගය සමග ජීවත් වීමට ක්‍රමයක් සොයා යායුතුයි.",0
3418,"දැන් තමා තේරුනේ මුන් පුපුරෝගෙන මැරෙන්නෙ ඇයි කියලා. ශරීරයේ දූවිලි පවා ඉතුරු වෙන්නෙ නැති වෙන්න පුපුරෝගෙන මැරෙන්නෙ. තේරෙන්න කියන්න තිබ්බනෙ මැට්ටො. සහරාන් පේනවනේ. කෑලිත් නෑ, මුකුත් නෑ විෂබීජත් නෑ.",1
3419,දැන් තියෙන්නෙ යූ එන් පී ආන්ඩුවක් නෙවී මහත්තයෝ කාටත් එක නීතිය නටන්න එපා දැන් රගන්න දෙන්නෙ නෑ ,1
3420,"දැන් තේරුම් ගන්න පුලුවන් නේද මේ මිනිස්සු බලයේ හිටිය නම් අපේ රටට වෙනදේ මොකද මනුස්සයෝ ඔයතරම් මෝඩ ,කුහක ආත්මාර්ථකාමී,කියන්න වචන නෑ .මේ වෙලාවෙ බලන්න ඕන වේලක් කාල හරි මේ වසංගතයෙන් ගොඩ එන්නෙ කොහොමද කියල මිසක් ලාබ පාඩු ගැන නෙවෙයි ..තමුන්නැහැලා වගේ මිනිස්සු ඉන්න කම් මේ රටට කවදාවත් යහපතක් නම් වෙන්නෙ නෑ සත්තයි කරුණාකරල පාඩුවේ පැත්තකින් ඉන්න",1
3421,දැන් තොට මොකද්ද වෙන්න ඕනි කියපන්... තෝව පණපිටින් ව්ලලන්නද.. මු හැම එකටම හැකර කට අරගෙන එනවා.. අදිර්යිනිතිය දාපු වෙලාවේ කටවහගෙන නිදාගනින් මලමිනියට කරන්න ඕනි දේ අපේ මිනිස්සු හරියට කරයි,1
3422,දැන් දැන් සැකේ වැඩි වේගෙන එනවා..තාත්තයි පුතයිම තමයි වගේ ,0
3423,දැන් බිහිකල සිංහයාට විහිළුබෑ ඒවා ඌරැබිරියට.,1
3424,"දැන් මාත් එලියට ගිහින් ආ‌ව ගමන් වැලලෙන්න බැරි නිසා පස් කනවා,කාලා බො‌ක්කේ◌ඉදන් විසබීජහරණය කරගන්නවා...ඇ‌ත්තමයි මාර fresh ගතියක් එන්නේ ,පස් ගො‌ඩ උඩ බල්ලෙක් පූසෙක් රීලා තිබ්බේ නැත්තන් crunchy ගතියට කන්න පුලුවන්..අබ්බුල් ෆක්සික් ....ඔයාට පින් සිද්ද වෙන්න corona හැදිලා මකබෑවෙන්න කලින් ඇ‌පෙන්ඩිසයිටිස් හැදිලා මකබෑවෙයි.",1
3425,දැන් මැකොත් පාලුවෙන් ඉන්න එකේ තාත්තගෙ චරිතෙට ගත්තනම් හොද නැද්ද..,0
3426,දැන් මෙ ජරා ගෑනි කොලේ ඉරා ගෙනනේ ඉන්නෙ දැන් දන්නවා ලංකාවට ඇවිත් ඉන්ඩ බැහැ කියලා මරු විකලෙන් කෑගහනවා. කොහොමත් එන්ඩ එපා ආයේ කවදාවත් ලංකාවට වල් ගෑනි.,1
3427,දැන් මෙයාට තියෙන ප්‍රස්නේ මොකදද කියන්නකෝ,1
3428,දැන් මේ අවුරුදු 25 පෙනුමද එතකොට.. එයාගේ කෙසේ වෙතත් ලංකාවේ ලොකු පිනකට තමා මේ ශීලාචාර කාන්තාව ගියේ.ලංකාව තරම් දියුණූ නැතුව ඇති.. ඒත් මේ වසංගතයෙන් ඉතාලියට වඩා ගොඩක් හොදට මේ නොදියුණූ පුංචි රට ජය ගන්නවා.. ,1
3429,දැන් යන යන තැන මේකා ඉන්නෙ,0
3430,දැන් රැට්ටට double acting කරන්න ඕනේ නෑ.. ,0
3431,දැන් රිප්ලයි කරයි ,0
3432,දැන් ලංකාවේ දෙපයින් නැගිටපු මිනිස්සු ඔක්කොම ගියපු උන්ද ......උඹට ආයේ කොහොමත් ලංකාවට එන්නෙ වෙන්නේ නෑ රෙද්දක් ඇදගෙන..,1
3433,දැන් ලොකුද න් කලා,1
3434,දැන් සනීපයි නේද,0
3435,දැන් සනීපෙට තියෙනව ඇති,0
3436,දැන් සැපද,0
3437,දැන් සැපද ,0
3438,දැන් සැපද ,0
3439,දැන් සැපද අක්කේ,0
3440,දැන් සැපද ගොනි ඉල්ලන් කනවා කියන්න ඔකට තමයි වල් ඉරි දැන් ම වලක් කපන් වැලලිය පට්ට බැල්ලි,1
3441,දැන් සැපැද උබට,0
3442,දැන් සැපෙ ඉන්නෙ නේද මැකො සර් එක්ක ,0
3443,දැන් සියා කෙනෙක් උනාම කොමද කියලා හොයා ගත්තා නෙ,0
3444,දැන් හරි ඇති නේද.....ලමයි හතරක් හැදුවට වැඩක් නෑ ගෑනියේ මොලේ හදාගනින් ඉස්සරලාම.,1
3445,දැන් හරිද ආසාව ,0
3446,දැන්නම් මෙවගෙ විසබිජ හරනයට කාලය.,0
3447,දැන්වත් තේරුම් ගන්නා එක මුතුකම.වෙනුවෙන් එක.වෙන්න,0
3448,දැයේ පිනට උපන් ඔබ තුමාට තෙරුවන් සරනයි .,0
3449,දැයේ පිනට පහල වූ නායකයෙක් ඔබ. ජනාධිපති තුමනී තෙරුවන් සරණයි ඔබ තුමාට!,0
3450,දි තම මව ගනිකා සේවයේ යෙදු ඇයද ගනිකාවක්ම විය යුතුයි මව් බිමට සාප කරන්නන්ට ⁣සොභාව දහම දඩුවම් දෙනව ඉක්මනටම බලමු ලංකාවට එන්නේ නෑ කියල සපත කරන මේ ගනිකාවට වෙන්නේ මොකක්ද කියල පොඩි,1
3451,දි මෙයාට දෙන ගේම..,0
3452,දිට්ඨධම්මවේදනීය කර්ම,0
3453,"දිනපතා,නිරෝගි අය ඉඟුරු කොත්තමල්ලි හෝ නෙල්ලි රසකිඳ හෝ වෙනිවැල්ගැට හෝ තම්බා බොන ලෙස රටවැසියන්ගෙන් ඉල්ලා සිටින්න.එසේ නැතහොත් චීන අය මෙන්,දිනකට 3 වරක් ලුණු වතුරෙන් කට සේදූ පසු,ඒ සෑම අවස්ථාවක ම හෙමිහිට හෙමිහිට උණු වතුර බොන මෙන් ඉල්ලා සිටින්න.චීන අය කොරෝනා වළක්වා ගත්තේ දෙවනුව සඳහන් ක්‍රමයට ය.",0
3454,"දිනෙන් දින මිනිසුන් මියෑදෙද්දි, එක් අසහනකාරියක්, තමාගේ, මෝඩකම, ලොවට පෙන්වා දෙයි. උපන්බිමට ගරහන නුඹලාගෙ සෙවනැල්ළ වත් මේ පිං බිමට අවැසි නැති බව ",1
3455,දිවරෑ නොබලා මේ ලෙස ඔබ වෙහෙසෙන්නේ...රට සහ ජනය රැකගන්නට බව දන්නේ..අපෙ ජනපතිදුනේ අපෙ පෙර පිනකින්නේ..අද මව්බිමේ ඔබ ජනපති වී ඉන්නේ... දීර්ගායුවේවා තෙරුවන් සරනයි ජේසුපිහිටයි ධනා ජෝර්දාන්,0
3456,දීපල්ලා මුන්ට ක්‍රෝට්න් කොළ කොස් කොළවත් උම්බෑ ගානවා!,1
3457,දීර්ඝායු වේවා ..ඔබ දෙපලට..,0
3458,දීර්ඝායු වේවා ජනපති තුමනි.!,0
3459,දීර්ඝායුවේවා ජනාදිපතිතුමනී තෙරුවන් සරණයි,0
3460,දීර්ඝායූ ලැබෙවා අතී ගරැ ජානාදීතීතුමනී මැරෙන්න ගීය සීංහල අපට පන දුන්නා වගෙ හීතට දැනුනා චන්දයක් තීයන්න එපා ඔය වීදීහටම අපෙ රට ඔබතුමාට කරගන යන්න පූලුවන් ජනතාව ඔබතුමාට රට ගෝඩගන්න ගෝඩාක් උදවි කරයි අපෙ සීංහල පවිල් වැඩී කීරීමට යමි කිසි වැඩපිලිවෙලක් හදලා දෙන්න බුදුසරණයි ,0
3461,දීලා තියෙනාව ඇඩෙන්නම පට්ට ,0
3462,දුකට කෑගහන්නෙ.... දුකට.... ගියානම් හිටපන්...,1
3463,දුකයි දුකයි.......ඉතින්,0
3464,දුපිය පර වේසී.හැ.....නැතුව...තුහ්...නොදකින් ....තූ......,1
3465,දුර ඈත රට ඉන්න තාත්තා පුතාට වීඩියො කෝල් එකක් අරගත් එ සුන්දර මොහොත✋,0
3466,දූ හුත්...,1
3467,දෙක කියල හිතුවේ . පට්ට වැඩේ . ප්‍රියන්තය හිටපු විදිහමයි ,0
3468,දෙකට නමල පුකට පයින් ගැහුවනම් පයි කොට හත අටක්වත් විසික් වෙයි........,1
3469,දෙකට නැවුල බලපන්,1
3470,දෙකම එකයිනෙ බන්,0
